Title,Alternative Title,Description,notes,dimensions,scale,Language,Creator,Publisher,Resource Type,Keyword,Date Issued,Temporal Coverage,Date Range,Information,Download,Image,Manifest,Identifier,ID,Access Rights,Provider,Code,Is Part Of,Member Of,Accrual Method,Date Accessioned,Rights,Resource Class,Format,Date Added,Collection Name,Set,City,State,Country,Continent,Region,coordinates,projection
"Douglas County, Minnesota","Douglas County, Minnesota","""March 1979.""; ""Interpretations derived from soil map constructed 1975 ...""; Includes location map.",,51 x 66 centimeters,"Scale 1:100,000; 1 cm. represents 1 km.",English,United States. Soil Conservation Service,The Service (Washington.),,"Agricultural Resources|Land Use, Rural",1979,,,https://umedia.lib.umn.edu/item/p16022coll624:937,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll624/id/937/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll624/id/937,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll624/937/manifest.json,UMN_ALMA:9936619130001701,p16022coll624:937,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2024-02-28,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,2024-01-08T00:00:00Z,United States Department of Agriculture Important Farmlands Maps,p16022coll624,,Minnesota,United States,North America,Douglas County,"W0954609 W0950819 N0460628 N0454535|(W 95°46'09""--W 95°08'19""/N 46°06'28""--N 45°45'35"").",Universal Transverse Mercator projection
"Fillmore County, Minnesota","Fillmore County, Minnesota","""Source: General highway map, Fillmore County, Minnesota (1973).""; ""7-1-77. 5,R-36,324.""; Includes location map.",,50 x 80 centimeters,"Scale 1:100,000",English,United States. Soil Conservation Service,"Dept. of Agriculture, Soil Conservation Service (Washington.)",,"Agricultural Resources|Land Use, Rural",1978,,,https://umedia.lib.umn.edu/item/p16022coll624:893,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll624/id/893/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll624/id/893,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll624/893/manifest.json,UMN_ALMA:9939628490001701,p16022coll624:893,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2024-02-28,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,2024-01-08T00:00:00Z,United States Department of Agriculture Important Farmlands Maps,p16022coll624,,Minnesota,United States,North America,Fillmore County,-92.44961 -91.730192 43.848281 43.50044|(W 92.44961°--W 91.730192°/N 43.848281°--N 43.50044°).,Polyconic projection
"Frederick County, Maryland","Frederick County, Maryland","""Projection and 10 000-metre grid ticks, zone 18: Universal Transverse Mercator. 25 000-foot grid ticks based on Maryland coordinate system.""; Feb. 1978.; Includes location map.",,66 x 51 centimeters,"Scale 1:100,000; 1 cm. = 1 kilometer",English,United States. Soil Conservation Service,"Dept. of Agriculture, Soil Conservation Service (Washington.)",,"Agricultural Resources|Land Use, Rural",1978,,,https://umedia.lib.umn.edu/item/p16022coll624:934,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll624/id/934/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll624/id/934,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll624/934/manifest.json,UMN_ALMA:9912707370001701,p16022coll624:934,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2024-02-28,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,2024-01-08T00:00:00Z,United States Department of Agriculture Important Farmlands Maps,p16022coll624,,Maryland,United States,North America,Frederick County,"W0774038 W0770624 N0394312 N0391310|(W 77°40'38""--W 77°06'24""/N 39°43'12""--N 39°13'10"").",
"Freeborn County, Minnesota","Freeborn County, Minnesota","""Source: General highway map, Freeborn County, Minnesota.""; ""1-25-77. 5,R-36,703.""; Includes location map.",,49 x 76 centimeters,"Scale 1:100,000",English,United States. Soil Conservation Service,"Dept. of Agriculture, Soil Conservation Service (Washington.)",,"Agricultural Resources|Land Use, Rural",1978,,,https://umedia.lib.umn.edu/item/p16022coll624:928,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll624/id/928/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll624/id/928,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll624/928/manifest.json,UMN_ALMA:9912751770001701,p16022coll624:928,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2024-02-28,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,2024-01-08T00:00:00Z,United States Department of Agriculture Important Farmlands Maps,p16022coll624,,Minnesota,United States,North America,Freeborn County,-93.648563 -93.049091 43.848463 43.499361|(W 93.648563°--W 93.049091°/N 43.848463°--N 43.499361°).,Polyconic projection
"Goodhue County, Minnesota","Goodhue County, Minnesota","""Source: General highway map, Goodhue County, Minnesota (1976).""; ""5-31-77. 5,R-36,302.""; Includes location map.",,65 x 71 centimeters,"Scale 1:100,000",English,United States. Soil Conservation Service,"Dept. of Agriculture, Soil Conservation Service (Washington.)",,"Agricultural Resources|Land Use, Rural",1977,,,https://umedia.lib.umn.edu/item/p16022coll624:892,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll624/id/892/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll624/id/892,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll624/892/manifest.json,UMN_ALMA:9912713360001701,p16022coll624:892,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2024-02-28,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,2024-01-08T00:00:00Z,United States Department of Agriculture Important Farmlands Maps,p16022coll624,,Minnesota,United States,North America,Goodhue County,-93.041195 -92.24201 44.714345 44.194909|(W 93.041195°--W 92.24201°/N 44.714345°--N 44.194909°).,Polyconic projection
"Grant County, Minnesota","Grant County, Minnesota","""Source: General highway map, Grant County, Minnesota (1976).""; ""8-1-79. 5,R-37,479.""; Includes location map.",,46 x 61 centimeters,"Scale 1:100,000",English,United States. Soil Conservation Service,"Dept. of Agriculture, Soil Conservation Service (Lincoln, Neb.)",,"Agricultural Resources|Land Use, Rural",1979,,,https://umedia.lib.umn.edu/item/p16022coll624:925,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll624/id/925/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll624/id/925,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll624/925/manifest.json,UMN_ALMA:9912743970001701,p16022coll624:925,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2024-02-28,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,2024-01-08T00:00:00Z,United States Department of Agriculture Important Farmlands Maps,p16022coll624,,Minnesota,United States,North America,Grant County,-96.26648 -95.758385 46.108633 45.759436|(W 96.26648°--W 95.758385°/N 46.108633°--N 45.759436°).,Polyconic projection
"Hennepin County, Minnesota","Hennepin County, Minnesota","""Source: General highway map, Hennepin County, Minnesota (1976).""; ""11-16-78. 5,R-37,089.""; Includes location map.",,56 x 78 centimeters,"Scale 1:100,000",English,United States. Soil Conservation Service,"Dept. of Agriculture, Soil Conservation Service (Washington.)",,"Agricultural Resources|Land Use, Rural",1979,,,https://umedia.lib.umn.edu/item/p16022coll624:901,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll624/id/901/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll624/id/901,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll624/901/manifest.json,UMN_ALMA:9912747680001701,p16022coll624:901,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2024-02-28,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,2024-01-08T00:00:00Z,United States Department of Agriculture Important Farmlands Maps,p16022coll624,,Minnesota,United States,North America,Hennepin County,W0934604 W0931037 N0451447 N0444706|Not given,Polyconic projection
"Houston County, Minnesota","Houston County, Minnesota","""Polyconic projection.""; ""Source: General highway map, Houston County, Minnesota (1973).""; ""7-22-77. 5,R-36,349.""; Includes location map.",,52 x 71 centimeters,"Scale 1:100,000",English,United States. Soil Conservation Service,"Dept. of Agriculture, Soil Conservation Service (Washington.)",,"Agricultural Resources|Land Use, Rural",1978,,,https://umedia.lib.umn.edu/item/p16022coll624:924,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll624/id/924/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll624/id/924,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll624/924/manifest.json,UMN_ALMA:9939616100001701,p16022coll624:924,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2024-02-28,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,2024-01-08T00:00:00Z,United States Department of Agriculture Important Farmlands Maps,p16022coll624,,Minnesota,United States,North America,Houston County,-91.730747 -91.217287 43.847165 43.500437|(W 91.730747°--W 91.217287°/N 43.847165°--N 43.500437°).,
"Important farmland, Clinton County, Indiana","Important farmland, Clinton County, Indiana","Shows land use. ""Interpretation derived from soil survey published in 1981."" Includes vicinity map, text, and sectionalized township. ""January 1985."" ""4-R-39,089."" ""Base 4-R-38,088.""",,79 x 113 centimeters,,English,United States. Soil Conservation Service,"The Service (Washington, D.C.?)",,Agricultural Resources|Land Capability for Agriculture,1985?,,,https://umedia.lib.umn.edu/item/p16022coll624:751,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll624/id/751/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll624/id/751,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll624/751/manifest.json,UMN_ALMA:9962393960001701,p16022coll624:751,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2024-02-28,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,2024-01-08T00:00:00Z,United States Department of Agriculture Important Farmlands Maps,p16022coll624,,Indiana,United States,North America,Clinton County,,
"Important farmland, Dearborn County, Indiana","Important farmland, Dearborn County, Indiana","Shows land use. Includes vicinity map. ""Sept 1984 4-R-38636."" ""July 1983 BASE 4-R-38346.""",,92 x 63 centimeters,,English,United States. Soil Conservation Service,"The Service (Washington, D.C.?)",,Agricultural Resources|Land Capability for Agriculture,1984,,,https://umedia.lib.umn.edu/item/p16022coll624:795,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll624/id/795/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll624/id/795,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll624/795/manifest.json,UMN_ALMA:9923278360001701,p16022coll624:795,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2024-02-28,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,2024-01-08T00:00:00Z,United States Department of Agriculture Important Farmlands Maps,p16022coll624,,Indiana,United States,North America,Dearborn County,,
"Important farmland : Fayette County, Tennessee","Important farmland : Fayette County, Tennessee","Shows land use. ""Prepared by TVA, Division of Forestry, Fisheries and Wildlife Development, Natural Resources Analysis Demonstrations; in cooperation with USDA Soil Conservation Service and TVA, Division of Agricultural Development; 1978."" ""Source: USDA Soil Conservation Service, Fayette County, Tennessee Soil Survey; 1964. ""Grid cell size: 3.75 seconds (approximately 2.68 acres). Originally printed 8 cells/inch vertically and 10 cells/inch horizontally, approximating the geodetic proportions of a polyconic projection in the latitude depicted."" Includes key map.",,53 x 49 centimeters,,English,Natural Resource Analysis Demonstrations (Tennessee Valley Authority),"Tennessee Valley Authority (Nashville, Tenn.?)",,Agricultural Resources|Land Capability for Agriculture,1978,,,https://umedia.lib.umn.edu/item/p16022coll624:756,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll624/id/756/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll624/id/756,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll624/756/manifest.json,UMN_ALMA:9979815332301701,p16022coll624:756,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2024-02-28,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,2024-01-08T00:00:00Z,United States Department of Agriculture Important Farmlands Maps,p16022coll624,,Tennessee,United States,North America,Fayette County,-089.644282 -089.183944 035.404803 034.993719|(W 89°38ʹ39ʺ--W 89°11ʹ02ʺ/N 35°24ʹ17ʺ--N 34°59ʹ37ʺ).,
