Title,Alternative Title,Description,notes,dimensions,scale,Language,Creator,Publisher,Resource Type,Keyword,Date Issued,Temporal Coverage,Date Range,Information,Download,Image,Manifest,Identifier,ID,Access Rights,Provider,Code,Is Part Of,Member Of,Accrual Method,Date Accessioned,Rights,Resource Class,Format,Date Added,Collection Name,Set,City,State,Country,Continent,Region,coordinates,projection
"Important farmlands map, Cherokee County, South Carolina","Important farmlands map, Cherokee County, South Carolina",Shows land use. Includes vicinity map. On verso: text.,,41 x 49 centimeters,,English,United States. Soil Conservation Service,"The Service (Washington, D.C.?)",,Agricultural Resources|Land Use,1980?,,,https://umedia.lib.umn.edu/item/p16022coll624:669,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll624/id/669/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll624/id/669,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll624/669/manifest.json,UMN_ALMA:9922683430001701,p16022coll624:669,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2024-02-28,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,2023-12-08T00:00:00Z,United States Department of Agriculture Important Farmlands Maps,p16022coll624,,South Carolina,United States,North America,Cherokee County,,W0815330 W0812130 N0351200 N0345000; Not given
"Important farmlands map, Clarendon County, South Carolina","Important farmlands map, Clarendon County, South Carolina","Shows land use. """"April, 1981."""" Includes vicinity map. Text on verso. """"4-R-35666.""""",,60 x 64 centimeters,,English,United States. Soil Conservation Service,"The Service (Columbia, S.C)",,Agricultural Resources|Land Use,1981,,,https://umedia.lib.umn.edu/item/p16022coll624:695,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll624/id/695/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll624/id/695,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll624/695/manifest.json,UMN_ALMA:9962234620001701,p16022coll624:695,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2024-02-28,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,2023-12-08T00:00:00Z,United States Department of Agriculture Important Farmlands Maps,p16022coll624,,South Carolina,United States,North America,Clarendon County,,W0803300 W0795200 N0335730 N0332500; Not given
"Important farmlands of Adams County, Colorado","Important farmlands of Adams County, Colorado","""""Compiled by USGS in 1975 from 1:24,000 and 1:100,000-scale topographic maps dated 1949-1973. Planimetry revised from aerial photographs taken 1975."""" """"Projection and 10 000-meter grid ticks, zone 13: Universal Transverse Mercator."""" """"25 000-foot grid ticks based on Colorado coordinate system, north zone."""" Sheet 1 has text on verso. Includes location map.",,29 x 115 centimeters; 56 x 66 centimeters,,English,United States. Soil Conservation Service,"Dept. of Agriculture, Soil Conservation Service (Fort Collins, Colo)",,"Agricultural Resources|Land Use, Rural",1979,,,https://umedia.lib.umn.edu/item/p16022coll624:683,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll624/id/683/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll624/id/683,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll624/683/manifest.json,UMN_ALMA:9938062100001701,p16022coll624:683,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2024-02-28,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,2023-12-08T00:00:00Z,United States Department of Agriculture Important Farmlands Maps,p16022coll624,,Colorado,United States,North America,Adams County,,-105.053339 -103.705695 40.001478 39.738002; (W 105.053339°--W 103.705695°/N 40.001478°--N 39.738002°).
"Important farmlands of Alamosa County, Colorado","Important farmlands of Alamosa County, Colorado","""""Base map prepared by SCS, WTSC Carto Unit from AMS 1:250,000 series."""" Text on verso. Includes location map.",,59 x 89 centimeters,,English,United States. Soil Conservation Service,"Dept. of Agriculture, Soil Conservation Service (Fort Collins, Colo)",,"Agricultural Resources|Land Use, Rural",1979,,,https://umedia.lib.umn.edu/item/p16022coll624:636,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll624/id/636/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll624/id/636,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll624/636/manifest.json,UMN_ALMA:9938079250001701,p16022coll624:636,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2024-02-28,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,2023-12-08T00:00:00Z,United States Department of Agriculture Important Farmlands Maps,p16022coll624,,Colorado,United States,North America,Alamosa County,,-106.039397 -105.452727 37.752306 37.3562; (W 106.039397°--W 105.452727°/N 37.752306°--N 37.3562°).
Important farmlands of Apache County Arizona,Important farmlands of Apache County Arizona,"""""July 1984."""" https://catalog.hathitrust.org/Record/100672548",,23 x 10 centimeters,,English,,"U.S. Dept. of Agriculture (Washington, D.C.?)",,Farms,1984,,,https://umedia.lib.umn.edu/item/p16022coll624:627,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll624/id/627/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll624/id/627,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll624/627/manifest.json,UMN_ALMA:9959395150001701,p16022coll624:627,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2024-02-28,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,2023-12-08T00:00:00Z,United States Department of Agriculture Important Farmlands Maps,p16022coll624,,,United States,North America,,,
"Important farmlands of Archuleta County, Colorado","Important farmlands of Archuleta County, Colorado","""""Base map prepared by SCS, WTSC Carto Unit from AMS 1:250,000 series."""" Sheet 2 has text on verso. Includes location map.",,48 x 92 centimeters; 88 x 59 centimeters,,English,United States. Soil Conservation Service,"Dept. of Agriculture, Soil Conservation Service (Fort Collins, Colo)",,"Agricultural Resources|Land Use, Rural",1979,,,https://umedia.lib.umn.edu/item/p16022coll624:652,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll624/id/652/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll624/id/652,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll624/652/manifest.json,UMN_ALMA:9912715920001701,p16022coll624:652,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2024-02-28,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,2023-12-08T00:00:00Z,United States Department of Agriculture Important Farmlands Maps,p16022coll624,,Colorado,United States,North America,Archuleta County,,-107.482409 -106.47609 37.423623 36.992449; (W 107.482409°--W 106.47609°/N 37.423623°--N 36.992449°).
"Important farmlands of Baca County, Colorado","Important farmlands of Baca County, Colorado","""""Base map prepared by SCS, WTSC Carto Unit from AMS 1:250,000 series."""" Sheet 1 has text on verso. Includes location map.",,73 x 94 centimeters; 89 x 59 centimeters,,English,United States. Soil Conservation Service,"Dept. of Agriculture, Soil Conservation Service (Fort Collins, Colo)",,"Agricultural Resources|Land Use, Rural",1979,,,https://umedia.lib.umn.edu/item/p16022coll624:699,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll624/id/699/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll624/id/699,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll624/699/manifest.json,UMN_ALMA:9915437460001701,p16022coll624:699,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2024-02-28,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,2023-12-08T00:00:00Z,United States Department of Agriculture Important Farmlands Maps,p16022coll624,,Colorado,United States,North America,Baca County,,-103.087276 -102.041522 37.644424 36.993016; (W 103.087276°--W 102.041522°/N 37.644424°--N 36.993016°).
"Important farmlands of Bent County, Colorado","Important farmlands of Bent County, Colorado","""""Base map prepared by SCS, WTSC Carto Unit from AMS 1:250,000 series."""" Includes location map. Sheet 1 has text on verso.",,70 x 59 centimeters; 41 x 89 centimeters,,English,United States. Soil Conservation Service,"Dept. of Agriculture, Soil Conservation Service (Fort Collins, Colo)",,"Agricultural Resources|Land Use, Rural",1979,,,https://umedia.lib.umn.edu/item/p16022coll624:679,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll624/id/679/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll624/id/679,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll624/679/manifest.json,UMN_ALMA:9938067760001701,p16022coll624:679,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2024-02-28,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,2023-12-08T00:00:00Z,United States Department of Agriculture Important Farmlands Maps,p16022coll624,,Colorado,United States,North America,Bent County,,-103.404426 -102.740346 38.267796 37.643272; (W 103.404426°--W 102.740346°/N 38.267796°--N 37.643272°).
"Important farmlands of Boulder County, Colorado","Important farmlands of Boulder County, Colorado","""""Compiled by USGS in 1976 from 1:24,000-scale topographic maps dated 1957-1972. Planimetry revised from aerial photographs taken 1975."""" """"Projection and 10 000-meter grid ticks, zone 13: Universal Transverse Mercator."""" """"25 000-foot grid ticks based on Colorado coordinate system, north zone."""" Includes location map. Text on verso.",,47 x 57 centimeters,,English,United States. Soil Conservation Service,"Dept. of Agriculture, Soil Conservation Service (Fort Collins, Colo)",,"Agricultural Resources|Land Use, Rural",1979,,,https://umedia.lib.umn.edu/item/p16022coll624:623,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll624/id/623/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll624/id/623,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll624/623/manifest.json,UMN_ALMA:9953161680001701,p16022coll624:623,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2024-02-28,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,2023-12-08T00:00:00Z,United States Department of Agriculture Important Farmlands Maps,p16022coll624,,Colorado,United States,North America,Boulder County,,-105.694362 -105.052774 40.262785 39.912886; (W 105.694362°--W 105.052774°/N 40.262785°--N 39.912886°).
"Adams Co., Ill","Adams Co., Ill","Base compiled from USGS 1:24,000-scale topographic maps dated 1950-1977, map edited 1978, revised from aerial photographs taken 1973 and 1975; interpretations derived from soil map constructed 1979. ""Projection and 10 000-meter grid ticks, zone 15, Universal Transverse Mercator."" ""25 000-foot grid ticks based on Illinois coordinate system, west zone."" May 1980. Includes location map.",,52 x 53 centimeters,,English,United States. Soil Conservation Service,"Dept. of Agriculture, Soil Conservation Service (Washington)",,"Agricultural Resources|Land Use, Rural",1980,,,https://umedia.lib.umn.edu/item/p16022coll624:617,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll624/id/617/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll624/id/617,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll624/617/manifest.json,UMN_ALMA:9939616480001701,p16022coll624:617,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2024-02-28,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,2023-12-07T00:00:00Z,United States Department of Agriculture Important Farmlands Maps,p16022coll624,,Illinois,United States,North America,Adams County,,
"Addison County, Vermont","Addison County, Vermont","Base source: USGS 1:100,000 county base map dated 1975; interpretations derived from soil map constructed 1971. ""Projection and 10,000-metre grid ticks, zone 18: Universal Transverse Mercator. 25,000 foot grid ticks based on Vermont coordinate system."" Jan. 1979. Includes vicinity map.",,102 x 122 centimeters,,English,United States. Soil Conservation Service,"Dept. of Agriculture, Soil Conservation Service (Washington)",,"Agricultural Resources|Land Use, Rural",1979,,,https://umedia.lib.umn.edu/item/p16022coll624:582,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll624/id/582/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll624/id/582,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll624/582/manifest.json,UMN_ALMA:9933220640001701,p16022coll624:582,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2024-02-28,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,2023-12-07T00:00:00Z,United States Department of Agriculture Important Farmlands Maps,p16022coll624,,Vermont,United States,North America,Addison County,,
"Alexander County, Illinois","Alexander County, Illinois","""Interpretations derived from soil map constructed 1966."" May 1980. Includes location map.",,50 x 41 centimeters,,English,United States. Soil Conservation Service,"Dept. of Agriculture, Soil Conservation Service (Washington)",,"Agricultural Resources|Land Use, Rural",1980,,,https://umedia.lib.umn.edu/item/p16022coll624:596,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll624/id/596/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll624/id/596,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll624/596/manifest.json,UMN_ALMA:9953185690001701,p16022coll624:596,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2024-02-28,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,2023-12-07T00:00:00Z,United States Department of Agriculture Important Farmlands Maps,p16022coll624,,Illinois,United States,North America,Alexander County,,
"Allen County, Indiana","Allen County, Indiana","Base source: USGS 1:100,000 county base dated 1976; interpretations derived from soil map constructed 1969. ""Projection and 10,000-metre grid ticks, zone 16: Universal Transverse Mercator. 25,000-foot grid ticks based on Indiana coordinate system, east zone."" Sept. 1977. Includes location map.",,92 x 112 centimeters,,English,United States. Soil Conservation Service,"Dept. of Agriculture, Soil Conservation Service (Washington)",,"Agricultural Resources|Land Use, Rural",1977,,,https://umedia.lib.umn.edu/item/p16022coll624:611,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll624/id/611/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll624/id/611,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll624/611/manifest.json,UMN_ALMA:9915425600001701,p16022coll624:611,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2024-02-28,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,2023-12-07T00:00:00Z,United States Department of Agriculture Important Farmlands Maps,p16022coll624,,Indiana,United States,North America,Allen County,,
"Androscoggin County, Maine","Androscoggin County, Maine",Universal Transverse Mercator projection; 1927 North American datum. June 1977. Includes index and inset of northern portion.,,112 x 92 centimeters,,English,United States. Soil Conservation Service,"Dept. of Agriculture, Soil Conservation Service (Washington)",,"Land Use, Rural|Agricultural Resources",1977,,,https://umedia.lib.umn.edu/item/p16022coll624:606,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll624/id/606/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll624/id/606,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll624/606/manifest.json,UMN_ALMA:9915425470001701,p16022coll624:606,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2024-02-28,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,2023-12-07T00:00:00Z,United States Department of Agriculture Important Farmlands Maps,p16022coll624,,Maine,United States,North America,Androscoggin County,,
"Anne Arundel County, Maryland","Anne Arundel County, Maryland","Base source: USGS 1:100,000 county base compiled in 1977; interpretations derived from soil map constructed 1970. ""Projection and 10 000-metre grid ticks, zone 18: Universal Transverse Mercator. 25 000-foot grid ticks based on Maryland coordinate system."" ""1-16219."" June 1980. Includes location map.",,66 x 51 centimeters,,English,United States. Soil Conservation Service,"Dept. of Agriculture, Soil Conservation Service (Lanham, Md)",,"Agricultural Resources|Land Use, Rural",1980,,,https://umedia.lib.umn.edu/item/p16022coll624:565,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll624/id/565/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll624/id/565,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll624/565/manifest.json,UMN_ALMA:9912748560001701,p16022coll624:565,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2024-02-28,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,2023-12-07T00:00:00Z,United States Department of Agriculture Important Farmlands Maps,p16022coll624,,Maryland,United States,North America,Anne Arundel County,,
"Aroostook County, Maine","Aroostook County, Maine","Base source: USGS 1:100,000 county base map dated 1977; interpretations derived from soil map constructed 1963. ""Projection and 10 000 meter grid ticks, zone 19: Universal Transverse Mercator."" ""25 000 foot grid ticks based on Maine coordinate system, east zone."" Includes vicinity map.",,102 x 122 centimeters,,English,United States. Soil Conservation Service,"Dept. of Agriculture, Soil Conservation Service (Washington)",,"Agricultural Resources|Land Use, Rural",1980?,,,https://umedia.lib.umn.edu/item/p16022coll624:570,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll624/id/570/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll624/id/570,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll624/570/manifest.json,UMN_ALMA:9953179820001701,p16022coll624:570,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2024-02-28,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,2023-12-07T00:00:00Z,United States Department of Agriculture Important Farmlands Maps,p16022coll624,,Maine,United States,North America,Aroostook County,,
"Aroostook County, Maine","Aroostook County, Maine","Base source: USGS 1:100,000 county base map dated 1977; interpretations derived from soil map constructed 1963. ""Projection and 10 000 meter grid ticks, zone 19: Universal Transverse Mercator."" ""25 000 foot grid ticks based on Maine coordinate system, east zone."" Includes vicinity map.",,102 x 122 centimeters,,English,United States. Soil Conservation Service,"Dept. of Agriculture, Soil Conservation Service (Washington)",,"Agricultural Resources|Land Use, Rural",1980?,,,https://umedia.lib.umn.edu/item/p16022coll624:586,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll624/id/586/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll624/id/586,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll624/586/manifest.json,UMN_ALMA:9953179820001701,p16022coll624:586,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2024-02-28,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,2023-12-07T00:00:00Z,United States Department of Agriculture Important Farmlands Maps,p16022coll624,,Maine,United States,North America,Aroostook County,,
"Aroostook County, Maine","Aroostook County, Maine","Base source: USGS 1:100,000 county base map dated 1977; interpretations derived from soil map constructed 1963. ""Projection and 10 000 meter grid ticks, zone 19: Universal Transverse Mercator."" ""25 000 foot grid ticks based on Maine coordinate system, east zone."" Includes vicinity map.",,102 x 122 centimeters,,English,United States. Soil Conservation Service,"Dept. of Agriculture, Soil Conservation Service (Washington)",,"Agricultural Resources|Land Use, Rural",1980?,,,https://umedia.lib.umn.edu/item/p16022coll624:603,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll624/id/603/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll624/id/603,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll624/603/manifest.json,UMN_ALMA:9953179820001701,p16022coll624:603,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2024-02-28,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,2023-12-07T00:00:00Z,United States Department of Agriculture Important Farmlands Maps,p16022coll624,,Maine,United States,North America,Aroostook County,,
"Aroostook County, Maine","Aroostook County, Maine","Base source: USGS 1:100,000 county base map dated 1977; interpretations derived from soil map constructed 1963. ""Projection and 10 000 meter grid ticks, zone 19: Universal Transverse Mercator."" ""25 000 foot grid ticks based on Maine coordinate system, east zone."" Includes vicinity map.",,102 x 122 centimeters,,English,United States. Soil Conservation Service,"Dept. of Agriculture, Soil Conservation Service (Washington)",,"Agricultural Resources|Land Use, Rural",1980?,,,https://umedia.lib.umn.edu/item/p16022coll624:604,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll624/id/604/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll624/id/604,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll624/604/manifest.json,UMN_ALMA:9953179820001701,p16022coll624:604,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2024-02-28,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,2023-12-07T00:00:00Z,United States Department of Agriculture Important Farmlands Maps,p16022coll624,,Maine,United States,North America,Aroostook County,,
"Aroostook County, Maine","Aroostook County, Maine","Base source: USGS 1:100,000 county base map dated 1977; interpretations derived from soil map constructed 1963. ""Projection and 10 000 meter grid ticks, zone 19: Universal Transverse Mercator."" ""25 000 foot grid ticks based on Maine coordinate system, east zone."" Includes vicinity map.",,102 x 122 centimeters,,English,United States. Soil Conservation Service,"Dept. of Agriculture, Soil Conservation Service (Washington)",,"Agricultural Resources|Land Use, Rural",1980?,,,https://umedia.lib.umn.edu/item/p16022coll624:612,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll624/id/612/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll624/id/612,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll624/612/manifest.json,UMN_ALMA:9953179820001701,p16022coll624:612,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2024-02-28,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,2023-12-07T00:00:00Z,United States Department of Agriculture Important Farmlands Maps,p16022coll624,,Maine,United States,North America,Aroostook County,,
"Aroostook County, Maine","Aroostook County, Maine","Base source: USGS 1:100,000 county base map dated 1977; interpretations derived from soil map constructed 1963. ""Projection and 10 000 meter grid ticks, zone 19: Universal Transverse Mercator."" ""25 000 foot grid ticks based on Maine coordinate system, east zone."" Includes vicinity map.",,102 x 122 centimeters,,English,United States. Soil Conservation Service,"Dept. of Agriculture, Soil Conservation Service (Washington)",,"Agricultural Resources|Land Use, Rural",1980?,,,https://umedia.lib.umn.edu/item/p16022coll624:557,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll624/id/557/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll624/id/557,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll624/557/manifest.json,UMN_ALMA:9953179820001701,p16022coll624:557,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2024-02-28,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,2023-12-07T00:00:00Z,United States Department of Agriculture Important Farmlands Maps,p16022coll624,,Maine,United States,North America,Aroostook County,,
"Ashtabula County, Ohio","Ashtabula County, Ohio","""Base source: Compiled in 1978 from USGS 1:24,000-scale topographic maps dated 1959-1961."" ""Planimetry revised from aerial photographs taken 1977."" ""Projection and 10,000-meter grid ticks, zone 17: Universal Transverse Mercator. 1927 North American datum 25,000-foot grid ticks based on Ohio coordinate system."" Includes location map.",,126 x 86 centimeters,,English,,"The Service (Washington, D.C.?)",,"Agricultural Resources|Land Use, Rural|Land Capability for Agriculture",1980?,,,https://umedia.lib.umn.edu/item/p16022coll624:618,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll624/id/618/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll624/id/618,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll624/618/manifest.json,UMN_ALMA:9927178880001701,p16022coll624:618,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2024-02-28,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,2023-12-07T00:00:00Z,United States Department of Agriculture Important Farmlands Maps,p16022coll624,,Ohio,United States,North America,Ashtabula County,,W0810100 W0803000 N0415900 N0412900; (W81°01'--W80°30'/N41°59'--N41°29').
