Title,Alternative Title,Description,Language,Creator,Publisher,Resource Type,Keyword,Date Issued,Temporal Coverage,Date Range,Spatial Coverage,Bounding Box,Information,Download,Image,Manifest,Identifier,ID,Access Rights,Provider,Code,Member Of,Status,Accrual Method,Date Accessioned,Rights,Resource Class,Format,Suppressed,Child Record
Civitas Londinum,Civitas Londinum,,Latin,,Adams & Francis (London),,London (England) Maps|Maps,1874,,,"London, England",,https://umedia.lib.umn.edu/item/p16022coll230:397,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/397/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/397,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/397/manifest.json,UMN_ALMA:9962958940001701,p16022coll230:397,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2022-09-26,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Detail map of the upper Mississippi River from Minneapolis, Minnesota to Lake Itasca, v.1","Detail map of the upper Mississippi River from Minneapolis, Minnesota to Lake Itasca, v.1",,English,,Mississippi River Commission,,Mississippi River Maps|Nautical Charts Mississippi River,1898 - 1904,,,Minnesota,,https://umedia.lib.umn.edu/item/p16022coll230:119,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/119/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/119,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/119/manifest.json,UMN_ALMA:9951634410001701,p16022coll230:119,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2022-09-26,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Detail map of the Upper Mississippi River from Minneapolis, Minnesota to Lake Itasca, v.2","Detail map of the Upper Mississippi River from Minneapolis, Minnesota to Lake Itasca, v.2",,English,,Mississippi River Commission,,Mississippi River Maps|Nautical Charts Mississippi River,1898 - 1904,,,Minnesota,,https://umedia.lib.umn.edu/item/p16022coll230:304,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/304/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/304,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/304/manifest.json,UMN_ALMA:9951634410001701,p16022coll230:304,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2022-09-26,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Detail map of the upper Mississippi River from the mouth of the Ohio River to Minneapolis, Minnesota, v.1","Detail map of the upper Mississippi River from the mouth of the Ohio River to Minneapolis, Minnesota, v.1",,English,,Mississippi River Commission,,Mississippi River Maps|Nautical Charts Mississippi River,1876 - 1899,,,WisconsinIowaMissouriIllinois,,https://umedia.lib.umn.edu/item/p16022coll230:43,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/43/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/43,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/43/manifest.json,UMN_ALMA:9951634410001701,p16022coll230:43,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2022-09-26,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Detail map of the Upper Mississippi River from the mouth of the Ohio River to Minneapolis, Minnesota, v.2","Detail map of the Upper Mississippi River from the mouth of the Ohio River to Minneapolis, Minnesota, v.2",,English,,Mississippi River Commission,,Mississippi River Maps|Nautical Charts Mississippi River,1876 - 1899,,,WisconsinIowaMissouriIllinois,,https://umedia.lib.umn.edu/item/p16022coll230:261,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/261/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/261,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/261/manifest.json,UMN_ALMA:9951634410001701,p16022coll230:261,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2022-09-26,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
General-Karte von dem Preussischen Staate : in 24 Bl√§ttern.,General-Karte von dem Preussischen Staate : in 24 Bl√§ttern.,,German,,"Bei Carl August Kümmel (Halle, Germany)",,Prussia (Germany) Maps|Maps,1820,,,,,https://umedia.lib.umn.edu/item/p16022coll230:70,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/70/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/70,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/70/manifest.json,UMN_ALMA:9951790510001701,p16022coll230:70,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2022-09-26,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Gothia,Gothia,,Latin,,"Apud Iohannen et Cornelium Blaeu (Amsterdami), 1640",,Gotland (Sweden) Maps Early Works to 1800|Maps,1640,,,Gotland,,https://umedia.lib.umn.edu/item/p16022coll230:392,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/392/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/392,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/392/manifest.json,UMN_ALMA:9940514790001701,p16022coll230:392,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2022-09-26,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Islandia,Islandia,,Latin,,Sumptibus & typis aeneis Iudoci Hondij (Amsterodami),,Iceland Maps|Maps,1611,,,,,https://umedia.lib.umn.edu/item/p16022coll230:389,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/389/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/389,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/389/manifest.json,UMN_ALMA:9949579030001701,p16022coll230:389,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2022-09-26,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Kungl. Automobil Klubbens turistkarta över Sverige,Kungl. Automobil Klubbens turistkarta över Sverige,,Swedish,,"Generalst. Litogr. Anstalt (Stockholm), 1925",,Roads Sweden Maps|Sweden Maps|Tourist Maps|Maps,1925,,,,,https://umedia.lib.umn.edu/item/p16022coll230:380,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/380/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/380,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/380/manifest.json,UMN_ALMA:9944463530001701,p16022coll230:380,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2022-09-26,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Map of the territory of the United States from the Mississippi River to the Pacific Ocean,Map of the territory of the United States from the Mississippi River to the Pacific Ocean,,English,,"United States. War Department. (Washington, D.C.)",,Railroads West (u.s.) Maps|Pacific Railroads Explorations and Surveys Maps|West (u.s.) Maps,1857,,,,,https://umedia.lib.umn.edu/item/p16022coll230:217,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/217/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/217,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/217/manifest.json,UMN_ALMA:9957957650001701,p16022coll230:217,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2022-09-26,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Översiktskarta över södra Sveriges myrmarker : (boggy ground in southern Sweden),Översiktskarta över södra Sveriges myrmarker : (boggy ground in southern Sweden),,Swedish; English,,"Sveriges geologiska undersökning (Sweden), 1923",,Bogs Sweden Maps|Maps,1923,,,,,https://umedia.lib.umn.edu/item/p16022coll230:363,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/363/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/363,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/363/manifest.json,UMN_ALMA:9952214370001701,p16022coll230:363,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2022-09-26,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Perspectiv-Karte des Erzherzogthums Oesterreich unter der Ens.,Perspectiv-Karte des Erzherzogthums Oesterreich unter der Ens.,,German,,,,Vienna Region (Austria) Maps|Lower Austria (Austria) Maps|Maps,1830 - 1838,,,,,https://umedia.lib.umn.edu/item/p16022coll230:214,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/214/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/214,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/214/manifest.json,UMN_ALMA:9941737950001701,p16022coll230:214,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2022-09-26,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Preussen's See-Atlas : Geschichte; √úbersichtskarte; Leuchtth√ºrme; K√ºstenansichten,Preussen's See-Atlas : Geschichte; √úbersichtskarte; Leuchtth√ºrme; K√ºstenansichten,,German,,,,Prussia (Germany) Maps|Maps,1841,,,,,https://umedia.lib.umn.edu/item/p16022coll230:149,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/149/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/149,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/149/manifest.json,UMN_ALMA:9963449090001701,p16022coll230:149,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2022-09-26,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Stockholms hamn : Stockholm harbour, skala 1:15000","Stockholms hamn : Stockholm harbour, skala 1:15000",,Swedish,,"Swedish Maritime Administration (Stockholm), 1928",,Harbors Sweden Stockholm Maps|Stockholm (Sweden) Maps|Bathymetric Maps,1928,,,Stockholm,,https://umedia.lib.umn.edu/item/p16022coll230:383,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/383/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/383,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/383/manifest.json,UMN_ALMA:9974832298101701,p16022coll230:383,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2022-09-26,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Sveriges kommunikationers karta över Sverige,Sveriges kommunikationers karta över Sverige,,Swedish,,"Generalstabens litografiska anstaltsförlag (Stockholm), 1924",,Transportation Sweden Maps|Transportation|Sweden Maps|Sweden|Maps,1924,,,,,https://umedia.lib.umn.edu/item/p16022coll230:386,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/386/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/386,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/386/manifest.json,UMN_ALMA:9973826408601701,p16022coll230:386,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2022-09-26,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Tourist map of Norway,Tourist map of Norway,,English; Norwegian; French; German,,Emil Moestue (Norway),,Roads Norway Maps|Railroads Norway Maps|Norway Maps|Tourist Maps|Maps,1920,,,,,https://umedia.lib.umn.edu/item/p16022coll230:360,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/360/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/360,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/360/manifest.json,UMN_ALMA:9921525920001701,p16022coll230:360,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2022-09-26,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"1904 war map of Japan, Korea and China","1904 war map of Japan, Korea and China",,English,,"Rand McNally & Co.'s (Chicago), 1904",,"Russo Japanese War, 1904 1905",1904,,,,,https://umedia.lib.umn.edu/item/p16022coll230:3803,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/3803/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/3803,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/3803/manifest.json,UMN_ALMA:9951866040001701,p16022coll230:3803,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2022-09-26,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
A chart of the Northern part of the bay of Bengal,A chart of the Northern part of the bay of Bengal,,English,,Alexander Dalrymple (London),,,1772,,,,,https://umedia.lib.umn.edu/item/p16022coll230:3787,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/3787/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/3787,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/3787/manifest.json,UMN_ALMA:9975609394801701,p16022coll230:3787,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2022-09-26,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Africa,Africa,,English,,The Society (New York),,,1918?,,,,,https://umedia.lib.umn.edu/item/p16022coll230:3750,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/3750/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/3750,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/3750/manifest.json,UMN_ALMA:9943484420001701,p16022coll230:3750,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2022-09-26,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Africa,Africa,,English,,American Geographical Society (New York),,,1918?,,,,,https://umedia.lib.umn.edu/item/p16022coll230:3816,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/3816/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/3816,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/3816/manifest.json,UMN_ALMA:9976111898701701,p16022coll230:3816,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2022-09-26,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Africa : corrected from observations of Mess. of ye Royal Societies at London and Paris,Africa : corrected from observations of Mess. of ye Royal Societies at London and Paris,,English,,C. Price & I. Senex (London),,,1711,,,,,https://umedia.lib.umn.edu/item/p16022coll230:3742,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/3742/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/3742,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/3742/manifest.json,UMN_ALMA:9931552360001701,p16022coll230:3742,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2022-09-26,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
