Title,Alternative Title,Description,Language,Display Note,Creator,Title Source,Resource Class,Resource Type,Keyword,Date Issued,Temporal Coverage,Date Range,Spatial Coverage,Bounding Box,Format,Information,MapServer,FeatureServer,ImageServer,ID,Identifier,Provider,Code,Member Of,Is Part Of,Rights,Accrual Method,Date Accessioned,Access Rights
Bike Corridors [Pennsylvania--York County],Bike Corridors,Bike Corridors in York County. Intended for illustration and demonstration purposes only.,eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.","York County, Pennsylvania",Pennsylvania--York County,,,FeatureService|OpenData|Transportation|YCPC,2019-11-01,Last modified 2024-05-23,,Pennsylvania--York County|Pennsylvania,"-77.12,39.72,-76.32,40.22",,https://york-county-pa-gis-portal-yorkcountypa.hub.arcgis.com/datasets/YorkCountyPA::bike-corridors,,https://services1.arcgis.com/bzC4sqfGZJYY5WBz/arcgis/rest/services/Bike_Corridors/FeatureServer/0,,2ae68f5cd4e34c5da1a9d7f4b6b775a6_0,https://hub.arcgis.com/datasets/2ae68f5cd4e34c5da1a9d7f4b6b775a6,"York County, PA GIS Open Data Portal",08b-42133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,08b-42133,FOR PUBLIC DISTRIBUTION. Layer should not be used at scales larger than 1:2400,ArcGIS Hub,2024-09-20,Public
Transit Stop [Pennsylvania--York County],Transit Stop,Rabbit Transit stops. Intended for illustration and demonstration purpose,eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.","York County, Pennsylvania",Pennsylvania--York County,,,FeatureService|OpenData|Transportation|YCPC,2018-02-22,Last modified 2024-09-16,,Pennsylvania--York County|Pennsylvania,"-77.28,39.4,-76.5,40.29",,https://york-county-pa-gis-portal-yorkcountypa.hub.arcgis.com/datasets/YorkCountyPA::transit-stop,https://arcweb1.ycpc.org/server/rest/services/OPEN_DATA/TRANSP_Transit_Stops/MapServer/0,,,07dddf1d35e34141a017b0fc6fbd70bf_0,https://hub.arcgis.com/datasets/07dddf1d35e34141a017b0fc6fbd70bf,"York County, PA GIS Open Data Portal",08b-42133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,08b-42133,"Layer should not be used at scales larger than 1:2400.  Intended for illustration and demonstration purposes only.Distribution LiabilityTHE DATA AND METADATA HAS BEEN DEVELOPED SOLELY FOR INTERNAL USE BY YORK COUNTY PLANNING COMMISSION AND YORK COUNTY AS WELL AS ITS DEPARTMENTS AND AGENCIES (HEREINAFTER JOINTLY REFERRED TO AS “LICENSOR”) AND LICENSOR MAKES NO WARRANTIES, REPRESENTATIONS OR GUARANTEES, EITHER EXPRESS OR IMPLIED, AS TO THE COMPLETENESS, ACCURACY, OR CORRECTNESS OF THE DATA AND METADATA DOES NOT ACCEPT OR ASSUME ANY LIABILITY ARISING FROM OR FOR ANY INCORRECT, INCOMPLETE, OR MISLEADING DATA PROVIDED PURSUANT TO THIS PURCHASE/REQUEST.  THERE ARE NO WARRANTIES AND/OR REPRESENTATIONS, EITHER EXPRESS OR IMPLIED, OF MERCHANTABILITY OR FITNESS OF THE DATA FOR A PARTICULAR PURPOSE OR USE.  ALL DATA AND METADATA ARE PROVIDED “AS IS.”",ArcGIS Hub,2024-09-20,Public
Polling Locations [Pennsylvania--York County],Polling Locations,Dataset that shows the polling locations of York County. Geocoded to the correct location in the county,eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.","York County, Pennsylvania",Pennsylvania--York County,,,Facility|FeatureService|OpenData|YCPC,2018-01-22,Last modified 2024-09-20,,Pennsylvania--York County|Pennsylvania,"-77.08,39.73,-76.31,40.2",,https://york-county-pa-gis-portal-yorkcountypa.hub.arcgis.com/datasets/YorkCountyPA::polling-locations,https://arcweb1.ycpc.org/server/rest/services/OPEN_DATA/PUB_FACIL_Polling_Locations/MapServer/0,,,ca434d9dea6d460b8ee1c2aca552e152_0,https://hub.arcgis.com/datasets/ca434d9dea6d460b8ee1c2aca552e152,"York County, PA GIS Open Data Portal",08b-42133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,08b-42133,"Layer should not be used at scales larger than 1:2400.  Intended for illustration and demonstration purposes only.Distribution LiabilityTHE DATA AND METADATA HAS BEEN DEVELOPED SOLELY FOR INTERNAL USE BY YORK COUNTY PLANNING COMMISSION AND YORK COUNTY AS WELL AS ITS DEPARTMENTS AND AGENCIES (HEREINAFTER JOINTLY REFERRED TO AS “LICENSOR”) AND LICENSOR MAKES NO WARRANTIES, REPRESENTATIONS OR GUARANTEES, EITHER EXPRESS OR IMPLIED, AS TO THE COMPLETENESS, ACCURACY, OR CORRECTNESS OF THE DATA AND METADATA DOES NOT ACCEPT OR ASSUME ANY LIABILITY ARISING FROM OR FOR ANY INCORRECT, INCOMPLETE, OR MISLEADING DATA PROVIDED PURSUANT TO THIS PURCHASE/REQUEST.  THERE ARE NO WARRANTIES AND/OR REPRESENTATIONS, EITHER EXPRESS OR IMPLIED, OF MERCHANTABILITY OR FITNESS OF THE DATA FOR A PARTICULAR PURPOSE OR USE.  ALL DATA AND METADATA ARE PROVIDED “AS IS.”",ArcGIS Hub,2024-09-20,Public
Medical Facilities [Pennsylvania--York County],Medical Facilities,York County Medical Facilities. Layer should not be used at scales greater than 1:2400.,eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.","York County, Pennsylvania",Pennsylvania--York County,,,Facility|FeatureService|OpenData|YCPC,2018-01-22,Last modified 2024-09-16,,Pennsylvania--York County|Pennsylvania,"-76.98,39.81,-76.68,39.99",,https://york-county-pa-gis-portal-yorkcountypa.hub.arcgis.com/datasets/YorkCountyPA::medical-facilities,https://arcweb1.ycpc.org/server/rest/services/OPEN_DATA/PUB_FACIL_Medical/MapServer/0,,,63827e3cf7c741298d53275387abfe02_0,https://hub.arcgis.com/datasets/63827e3cf7c741298d53275387abfe02,"York County, PA GIS Open Data Portal",08b-42133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,08b-42133,"Layer should not be used at scales larger than 1:2400.  Intended for illustration and demonstration purposes only.Distribution LiabilityTHE DATA AND METADATA HAS BEEN DEVELOPED SOLELY FOR INTERNAL USE BY YORK COUNTY PLANNING COMMISSION AND YORK COUNTY AS WELL AS ITS DEPARTMENTS AND AGENCIES (HEREINAFTER JOINTLY REFERRED TO AS “LICENSOR”) AND LICENSOR MAKES NO WARRANTIES, REPRESENTATIONS OR GUARANTEES, EITHER EXPRESS OR IMPLIED, AS TO THE COMPLETENESS, ACCURACY, OR CORRECTNESS OF THE DATA AND METADATA DOES NOT ACCEPT OR ASSUME ANY LIABILITY ARISING FROM OR FOR ANY INCORRECT, INCOMPLETE, OR MISLEADING DATA PROVIDED PURSUANT TO THIS PURCHASE/REQUEST.  THERE ARE NO WARRANTIES AND/OR REPRESENTATIONS, EITHER EXPRESS OR IMPLIED, OF MERCHANTABILITY OR FITNESS OF THE DATA FOR A PARTICULAR PURPOSE OR USE.  ALL DATA AND METADATA ARE PROVIDED “AS IS.”",ArcGIS Hub,2024-09-20,Public
Airports [Pennsylvania--York County],Airports,Airports in York County. Intended for illustration and demonstration purposes only.,eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.","York County, Pennsylvania",Pennsylvania--York County,,,FeatureService|OpenData|Transportation|YCPC,2019-11-01,Last modified 2024-05-23,,Pennsylvania--York County|Pennsylvania,"-77.03,39.79,-76.48,40.22",,https://york-county-pa-gis-portal-yorkcountypa.hub.arcgis.com/datasets/YorkCountyPA::airports,,https://services1.arcgis.com/bzC4sqfGZJYY5WBz/arcgis/rest/services/Airports/FeatureServer/0,,2304377943ce42a5bbb5271daaaa7b53_0,https://hub.arcgis.com/datasets/2304377943ce42a5bbb5271daaaa7b53,"York County, PA GIS Open Data Portal",08b-42133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,08b-42133,FOR PUBLIC DISTRIBUTION. Layer should not be used at scales larger than 1:2400,ArcGIS Hub,2024-09-20,Public
Magisterial Districts [Pennsylvania--York County],Magisterial Districts,Magisterial Districts in York County. Intended for illustration and demonstration purposes only.,eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.","York County, Pennsylvania",Pennsylvania--York County,,,Boundary|FeatureService|OpenData|YCPC,2020-01-08,Last modified 2024-05-23,,Pennsylvania--York County|Pennsylvania,"-77.14,39.72,-76.23,40.22",,https://york-county-pa-gis-portal-yorkcountypa.hub.arcgis.com/datasets/YorkCountyPA::magisterial-districts,,https://services1.arcgis.com/bzC4sqfGZJYY5WBz/arcgis/rest/services/Magisterial_Districts/FeatureServer/0,,d89e73c6665a4be3b3433d0b4654d8fa_0,https://hub.arcgis.com/datasets/d89e73c6665a4be3b3433d0b4654d8fa,"York County, PA GIS Open Data Portal",08b-42133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,08b-42133,FOR PUBLIC DISTRIBUTION. Layer should not be used at scales larger than 1:2400,ArcGIS Hub,2024-09-20,Public
Libraries [Pennsylvania--York County],Libraries,Shows Libraries in York County.,eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.","York County, Pennsylvania",Pennsylvania--York County,,,Facility|FeatureService|OpenData|YCPC,2018-01-22,Last modified 2024-09-16,,Pennsylvania--York County|Pennsylvania,"-77.04,39.75,-76.46,40.15",,https://york-county-pa-gis-portal-yorkcountypa.hub.arcgis.com/datasets/YorkCountyPA::libraries,https://arcweb1.ycpc.org/server/rest/services/OPEN_DATA/PUB_FACIL_Libraries/MapServer/0,,,221ab726d91e4413a37c13b94afca7c0_0,https://hub.arcgis.com/datasets/221ab726d91e4413a37c13b94afca7c0,"York County, PA GIS Open Data Portal",08b-42133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,08b-42133,"Layer should not be used at scales larger than 1:2400.  Intended for illustration and demonstration purposes only.Distribution LiabilityTHE DATA AND METADATA HAS BEEN DEVELOPED SOLELY FOR INTERNAL USE BY YORK COUNTY PLANNING COMMISSION AND YORK COUNTY AS WELL AS ITS DEPARTMENTS AND AGENCIES (HEREINAFTER JOINTLY REFERRED TO AS “LICENSOR”) AND LICENSOR MAKES NO WARRANTIES, REPRESENTATIONS OR GUARANTEES, EITHER EXPRESS OR IMPLIED, AS TO THE COMPLETENESS, ACCURACY, OR CORRECTNESS OF THE DATA AND METADATA DOES NOT ACCEPT OR ASSUME ANY LIABILITY ARISING FROM OR FOR ANY INCORRECT, INCOMPLETE, OR MISLEADING DATA PROVIDED PURSUANT TO THIS PURCHASE/REQUEST.  THERE ARE NO WARRANTIES AND/OR REPRESENTATIONS, EITHER EXPRESS OR IMPLIED, OF MERCHANTABILITY OR FITNESS OF THE DATA FOR A PARTICULAR PURPOSE OR USE.  ALL DATA AND METADATA ARE PROVIDED “AS IS.”",ArcGIS Hub,2024-09-20,Public
Zoning [Pennsylvania--York County],Zoning,Shows the Zoning of York County. Updated when Approved by the Planning Commission board and a resolution is passed through the Municipality that is the effected area is. For illustration purposes only.,eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.","York County, Pennsylvania",Pennsylvania--York County,,,FeatureService|OpenData|Planning|YCPC,2018-01-12,Last modified 2024-09-16,,Pennsylvania--York County|Pennsylvania,"-77.14,39.72,-76.23,40.22",,https://york-county-pa-gis-portal-yorkcountypa.hub.arcgis.com/datasets/YorkCountyPA::zoning,https://arcweb1.ycpc.org/server/rest/services/OPEN_DATA/Zoning/MapServer/0,,,ce1e7b6bfceb444f91026cf8aee25b6b_0,https://hub.arcgis.com/datasets/ce1e7b6bfceb444f91026cf8aee25b6b,"York County, PA GIS Open Data Portal",08b-42133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,08b-42133,"Layer should not be used at scales larger than 1:2400.  Intended for illustration and demonstration purposes only.Distribution LiabilityTHE DATA AND METADATA HAS BEEN DEVELOPED SOLELY FOR INTERNAL USE BY YORK COUNTY PLANNING COMMISSION AND YORK COUNTY AS WELL AS ITS DEPARTMENTS AND AGENCIES (HEREINAFTER JOINTLY REFERRED TO AS “LICENSOR”) AND LICENSOR MAKES NO WARRANTIES, REPRESENTATIONS OR GUARANTEES, EITHER EXPRESS OR IMPLIED, AS TO THE COMPLETENESS, ACCURACY, OR CORRECTNESS OF THE DATA AND METADATA DOES NOT ACCEPT OR ASSUME ANY LIABILITY ARISING FROM OR FOR ANY INCORRECT, INCOMPLETE, OR MISLEADING DATA PROVIDED PURSUANT TO THIS PURCHASE/REQUEST.  THERE ARE NO WARRANTIES AND/OR REPRESENTATIONS, EITHER EXPRESS OR IMPLIED, OF MERCHANTABILITY OR FITNESS OF THE DATA FOR A PARTICULAR PURPOSE OR USE.  ALL DATA AND METADATA ARE PROVIDED “AS IS.”",ArcGIS Hub,2024-09-20,Public
School Districts [Pennsylvania--York County],School Districts,School Districts in York County. Intended for illustration and demonstration purposes only.,eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.","York County, Pennsylvania",Pennsylvania--York County,,,Boundary|FeatureService|OpenData|YCPC,2020-01-08,Last modified 2024-05-23,,Pennsylvania--York County|Pennsylvania,"-77.14,39.72,-76.23,40.22",,https://york-county-pa-gis-portal-yorkcountypa.hub.arcgis.com/datasets/YorkCountyPA::school-districts,,https://services1.arcgis.com/bzC4sqfGZJYY5WBz/arcgis/rest/services/School_Districts/FeatureServer/0,,4931bd9a439247b98ce88e017f447713_0,https://hub.arcgis.com/datasets/4931bd9a439247b98ce88e017f447713,"York County, PA GIS Open Data Portal",08b-42133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,08b-42133,FOR PUBLIC DISTRIBUTION. Layer should not be used at scales larger than 1:2400,ArcGIS Hub,2024-09-20,Public
Police Stations [Pennsylvania--York County],Police Stations,"Police Stations in York County, Pennsylvania. Intended for illustration and demonstration purposes only.",eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.","York County, Pennsylvania",Pennsylvania--York County,,,Facility|FeatureService|OpenData|YCPC,2018-01-22,Last modified 2024-09-16,,Pennsylvania--York County|Pennsylvania,"-76.99,39.74,-76.52,40.19",,https://york-county-pa-gis-portal-yorkcountypa.hub.arcgis.com/datasets/YorkCountyPA::police-stations,https://arcweb1.ycpc.org/server/rest/services/OPEN_DATA/DES_Police_Stations/MapServer/0,,,1dd6384721a04e4f8aa97ef26da0f66d_0,https://hub.arcgis.com/datasets/1dd6384721a04e4f8aa97ef26da0f66d,"York County, PA GIS Open Data Portal",08b-42133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,08b-42133,"Layer should not be used at scales larger than 1:2400.  Intended for illustration and demonstration purposes only.Distribution LiabilityTHE DATA AND METADATA HAS BEEN DEVELOPED SOLELY FOR INTERNAL USE BY YORK COUNTY PLANNING COMMISSION AND YORK COUNTY AS WELL AS ITS DEPARTMENTS AND AGENCIES (HEREINAFTER JOINTLY REFERRED TO AS “LICENSOR”) AND LICENSOR MAKES NO WARRANTIES, REPRESENTATIONS OR GUARANTEES, EITHER EXPRESS OR IMPLIED, AS TO THE COMPLETENESS, ACCURACY, OR CORRECTNESS OF THE DATA AND METADATA DOES NOT ACCEPT OR ASSUME ANY LIABILITY ARISING FROM OR FOR ANY INCORRECT, INCOMPLETE, OR MISLEADING DATA PROVIDED PURSUANT TO THIS PURCHASE/REQUEST.  THERE ARE NO WARRANTIES AND/OR REPRESENTATIONS, EITHER EXPRESS OR IMPLIED, OF MERCHANTABILITY OR FITNESS OF THE DATA FOR A PARTICULAR PURPOSE OR USE.  ALL DATA AND METADATA ARE PROVIDED “AS IS.”",ArcGIS Hub,2024-09-20,Public
Fire Stations [Pennsylvania--York County],Fire Stations,Showing Fire Stations in York County. Intended for illustration and demonstration purposes only.,eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.","York County, Pennsylvania",Pennsylvania--York County,,,Facility|FeatureService|OpenData|YCPC,2018-01-22,Last modified 2024-09-16,,Pennsylvania--York County|Pennsylvania,"-77.04,39.73,-76.32,40.21",,https://york-county-pa-gis-portal-yorkcountypa.hub.arcgis.com/datasets/YorkCountyPA::fire-stations,https://arcweb1.ycpc.org/server/rest/services/OPEN_DATA/DES_Fire_Stations/MapServer/0,,,7f49c8ad3d354e4f807bac51134e1fed_0,https://hub.arcgis.com/datasets/7f49c8ad3d354e4f807bac51134e1fed,"York County, PA GIS Open Data Portal",08b-42133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,08b-42133,"Layer should not be used at scales larger than 1:2400.  Intended for illustration and demonstration purposes only.Distribution LiabilityTHE DATA AND METADATA HAS BEEN DEVELOPED SOLELY FOR INTERNAL USE BY YORK COUNTY PLANNING COMMISSION AND YORK COUNTY AS WELL AS ITS DEPARTMENTS AND AGENCIES (HEREINAFTER JOINTLY REFERRED TO AS “LICENSOR”) AND LICENSOR MAKES NO WARRANTIES, REPRESENTATIONS OR GUARANTEES, EITHER EXPRESS OR IMPLIED, AS TO THE COMPLETENESS, ACCURACY, OR CORRECTNESS OF THE DATA AND METADATA DOES NOT ACCEPT OR ASSUME ANY LIABILITY ARISING FROM OR FOR ANY INCORRECT, INCOMPLETE, OR MISLEADING DATA PROVIDED PURSUANT TO THIS PURCHASE/REQUEST.  THERE ARE NO WARRANTIES AND/OR REPRESENTATIONS, EITHER EXPRESS OR IMPLIED, OF MERCHANTABILITY OR FITNESS OF THE DATA FOR A PARTICULAR PURPOSE OR USE.  ALL DATA AND METADATA ARE PROVIDED “AS IS.”",ArcGIS Hub,2024-09-20,Public
Trails [Pennsylvania--York County],Trails,"Existing and potential trails in York County, PA. Intended for illustration and demonstration purposes only.",eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.","York County, Pennsylvania",Pennsylvania--York County,,,FeatureService|OpenData|Recreation|YCPC,2018-01-25,Last modified 2024-09-16,,Pennsylvania--York County|Pennsylvania,"-77.13,39.72,-76.23,40.22",,https://york-county-pa-gis-portal-yorkcountypa.hub.arcgis.com/datasets/YorkCountyPA::trails,https://arcweb1.ycpc.org/server/rest/services/OPEN_DATA/RECREATION_Trails/MapServer/0,,,6e8b58a76367441e886213dd809a16ce_0,https://hub.arcgis.com/datasets/6e8b58a76367441e886213dd809a16ce,"York County, PA GIS Open Data Portal",08b-42133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,08b-42133,"Layer should not be used at scales larger than 1:2400.  Intended for illustration and demonstration purposes only.Distribution LiabilityTHE DATA AND METADATA HAS BEEN DEVELOPED SOLELY FOR INTERNAL USE BY YORK COUNTY PLANNING COMMISSION AND YORK COUNTY AS WELL AS ITS DEPARTMENTS AND AGENCIES (HEREINAFTER JOINTLY REFERRED TO AS “LICENSOR”) AND LICENSOR MAKES NO WARRANTIES, REPRESENTATIONS OR GUARANTEES, EITHER EXPRESS OR IMPLIED, AS TO THE COMPLETENESS, ACCURACY, OR CORRECTNESS OF THE DATA AND METADATA DOES NOT ACCEPT OR ASSUME ANY LIABILITY ARISING FROM OR FOR ANY INCORRECT, INCOMPLETE, OR MISLEADING DATA PROVIDED PURSUANT TO THIS PURCHASE/REQUEST.  THERE ARE NO WARRANTIES AND/OR REPRESENTATIONS, EITHER EXPRESS OR IMPLIED, OF MERCHANTABILITY OR FITNESS OF THE DATA FOR A PARTICULAR PURPOSE OR USE.  ALL DATA AND METADATA ARE PROVIDED “AS IS.”",ArcGIS Hub,2024-09-20,Public
College Campuses [Pennsylvania--York County],College Campuses,"College Campuses in York County, Pennsylvania. Showing the dormitories and buildings of York County Colleges. Intended for illustration and demonstration purposes only.",eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.","York County, Pennsylvania",Pennsylvania--York County,,,Facility|FeatureService|OpenData|YCPC,2018-01-22,Last modified 2024-09-16,,Pennsylvania--York County|Pennsylvania,"-76.99,39.94,-76.7,40.15",,https://york-county-pa-gis-portal-yorkcountypa.hub.arcgis.com/datasets/YorkCountyPA::college-campuses,https://arcweb1.ycpc.org/server/rest/services/OPEN_DATA/PUB_FACIL_College_Campuses/MapServer/0,,,cb0bd6c2fb8d4053bde327a6a2f2af6b_0,https://hub.arcgis.com/datasets/cb0bd6c2fb8d4053bde327a6a2f2af6b,"York County, PA GIS Open Data Portal",08b-42133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,08b-42133,"Layer should not be used at scales larger than 1:2400.  Intended for illustration and demonstration purposes only.Distribution LiabilityTHE DATA AND METADATA HAS BEEN DEVELOPED SOLELY FOR INTERNAL USE BY YORK COUNTY PLANNING COMMISSION AND YORK COUNTY AS WELL AS ITS DEPARTMENTS AND AGENCIES (HEREINAFTER JOINTLY REFERRED TO AS “LICENSOR”) AND LICENSOR MAKES NO WARRANTIES, REPRESENTATIONS OR GUARANTEES, EITHER EXPRESS OR IMPLIED, AS TO THE COMPLETENESS, ACCURACY, OR CORRECTNESS OF THE DATA AND METADATA DOES NOT ACCEPT OR ASSUME ANY LIABILITY ARISING FROM OR FOR ANY INCORRECT, INCOMPLETE, OR MISLEADING DATA PROVIDED PURSUANT TO THIS PURCHASE/REQUEST.  THERE ARE NO WARRANTIES AND/OR REPRESENTATIONS, EITHER EXPRESS OR IMPLIED, OF MERCHANTABILITY OR FITNESS OF THE DATA FOR A PARTICULAR PURPOSE OR USE.  ALL DATA AND METADATA ARE PROVIDED “AS IS.”",ArcGIS Hub,2024-09-20,Public
Roads [Pennsylvania--York County],Roads,Showing Roads in York County. Intended for illustration and demonstration purposes only.,eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.","York County, Pennsylvania",Pennsylvania--York County,,,FeatureService|OpenData|Transportation|YCPC,2018-08-30,Last modified 2024-09-16,,Pennsylvania--York County|Pennsylvania,"-77.14,39.72,-76.24,40.22",,https://york-county-pa-gis-portal-yorkcountypa.hub.arcgis.com/datasets/YorkCountyPA::roads,https://arcweb1.ycpc.org/server/rest/services/OPEN_DATA/Roads/MapServer/0,,,5771e1fc17884d83a10fe115749c084a_0,https://hub.arcgis.com/datasets/5771e1fc17884d83a10fe115749c084a,"York County, PA GIS Open Data Portal",08b-42133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,08b-42133,"Layer should not be used at scales larger than 1:2400.  Intended for illustration and demonstration purposes only.Distribution LiabilityTHE DATA AND METADATA HAS BEEN DEVELOPED SOLELY FOR INTERNAL USE BY YORK COUNTY PLANNING COMMISSION AND YORK COUNTY AS WELL AS ITS DEPARTMENTS AND AGENCIES (HEREINAFTER JOINTLY REFERRED TO AS “LICENSOR”) AND LICENSOR MAKES NO WARRANTIES, REPRESENTATIONS OR GUARANTEES, EITHER EXPRESS OR IMPLIED, AS TO THE COMPLETENESS, ACCURACY, OR CORRECTNESS OF THE DATA AND METADATA DOES NOT ACCEPT OR ASSUME ANY LIABILITY ARISING FROM OR FOR ANY INCORRECT, INCOMPLETE, OR MISLEADING DATA PROVIDED PURSUANT TO THIS PURCHASE/REQUEST.  THERE ARE NO WARRANTIES AND/OR REPRESENTATIONS, EITHER EXPRESS OR IMPLIED, OF MERCHANTABILITY OR FITNESS OF THE DATA FOR A PARTICULAR PURPOSE OR USE.  ALL DATA AND METADATA ARE PROVIDED “AS IS.”",ArcGIS Hub,2024-09-20,Public
Voting Districts [Pennsylvania--York County],Voting Districts,Voting Districts in York County. Intended for illustration and demonstration purposes only.,eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.","York County, Pennsylvania",Pennsylvania--York County,,,Boundary|FeatureService|OpenData|YCPC,2020-01-08,Last modified 2024-05-23,,Pennsylvania--York County|Pennsylvania,"-77.14,39.72,-76.23,40.22",,https://york-county-pa-gis-portal-yorkcountypa.hub.arcgis.com/datasets/YorkCountyPA::voting-districts,,https://services1.arcgis.com/bzC4sqfGZJYY5WBz/arcgis/rest/services/Voting_Districts/FeatureServer/0,,35714878540549d3bd312d18eea113a2_0,https://hub.arcgis.com/datasets/35714878540549d3bd312d18eea113a2,"York County, PA GIS Open Data Portal",08b-42133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,08b-42133,FOR PUBLIC DISTRIBUTION. Layer should not be used at scales larger than 1:2400,ArcGIS Hub,2024-09-20,Public
Growth Area [Pennsylvania--York County],Growth Area,Growth Area in York County. Intended for illustration and demonstration purposes only.,eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.","York County, Pennsylvania",Pennsylvania--York County,,,FeatureService|OpenData|Planning|YCPC,2019-11-04,Last modified 2024-05-23,,Pennsylvania--York County|Pennsylvania,"-77.14,39.72,-76.23,40.22",,https://york-county-pa-gis-portal-yorkcountypa.hub.arcgis.com/datasets/YorkCountyPA::growth-area,,https://services1.arcgis.com/bzC4sqfGZJYY5WBz/arcgis/rest/services/Growth_Area/FeatureServer/0,,fc8e2202b59c4b8c92ddfc9eba4f9b91_0,https://hub.arcgis.com/datasets/fc8e2202b59c4b8c92ddfc9eba4f9b91,"York County, PA GIS Open Data Portal",08b-42133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,08b-42133,FOR PUBLIC DISTRIBUTION. Layer should not be used at scales larger than 1:2400,ArcGIS Hub,2024-09-20,Public
County Boundary [Pennsylvania--York County],County Boundary,County Boundary in York County. Intended for illustration and demonstration purposes only.,eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.","York County, Pennsylvania",Pennsylvania--York County,,,Boundary|FeatureService|OpenData|YCPC,2023-04-24,Last modified 2024-05-23,,Pennsylvania--York County|Pennsylvania,"-77.14,39.72,-76.23,40.22",,https://york-county-pa-gis-portal-yorkcountypa.hub.arcgis.com/datasets/YorkCountyPA::county-boundary,,https://services1.arcgis.com/bzC4sqfGZJYY5WBz/arcgis/rest/services/County_Boundary/FeatureServer/0,,77a844aa372e4a5297eace5686c82eb0_0,https://hub.arcgis.com/datasets/77a844aa372e4a5297eace5686c82eb0,"York County, PA GIS Open Data Portal",08b-42133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,08b-42133,FOR PUBLIC DISTRIBUTION. Layer should not be used at scales larger than 1:2400,ArcGIS Hub,2024-09-20,Public
