Keyword,Alternative Title,Information,Description,HTML,FGDC,Documentation,ImageServer,MapServer,FeatureServer,Download,ID,Title,Temporal Coverage,Theme,Resource Class,Code,Access Rights,Accrual Method,Date Accessioned,Language,Is Part Of,Member Of,Provider,Identifier,Format,Bounding Box
Elevation,Illinois Height Modernization (ILHMP): LiDAR Data,https://clearinghouse.isgs.illinois.edu/data/elevation/illinois-height-modernization-ilhmp,"***New****  Download LiDAR Data thru our new Web Application Viewer.  The Viewer allows users to zoom into an area of interest and then simply select LAS tiles to download.  ***** 
Historically, Digital Elevation Model (DEM) data for Illinois have been mainly based on 5- to 10-foot contour data. Large-scale, digital topographic maps are most common; many data resources contain elevation information acquired in the 1920s and 1930s. DEM data collections are now being developed based on data with a contour resolution of 2 feet to 6 inches. A comparison between older data and newer high-resolution data shows remarkable improvement in recorded detail.
ILHMP has established data sharing agreements to archive and distribute elevation data for select Illinois counties. Data have been acquired using Light Detection And Ranging (LiDAR) technology, in compliance with different contract specifications. Data are offered as originally deliver LAS tile or as the derivative product of DEM/DTM or DSM.
Some helpful links:
LiDAR Base Specifications 2024 rev. A https://www.usgs.gov/ngp-standards-and-specifications/lidar-base-specification-table-contents
Status:
Lidar Status for Illinois (pdf)
Illinois Lidar Acquisition By Year (pdf)",,,,http://data.isgs.illinois.edu/arcgis/rest/services/Elevation/IL_Statewide_Lidar_DSM_SPW/ImageServer,,,https://clearinghouse.isgs.illinois.edu/distribute/district6/adams/2018/adams-las2018.zip,02a-01_elevation-illinois-height-modernization-ilhmp,Height Modernization (ILHMP): LiDAR Data [Illinois],,Elevation,Datasets,02a-01,Public,HTML,2024-05-28,eng,02a-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,Illinois Geospatial Data Clearinghouse,https://clearinghouse.isgs.illinois.edu/data/elevation/illinois-height-modernization-ilhmp,File,"-91.51,36.97,-87.02,42.51"
Elevation,Surface Elevation: 30-Meter Digital Elevation Model (DEM),https://clearinghouse.isgs.illinois.edu/data/elevation/surface-elevation-30-meter-digital-elevation-model-dem,"A digital elevation model (DEM) in ArcINfo grid format. Data were assembled to provide a statewide database of surface elevation points suitable for analyses of statewide geologic phenomena associated with elevation. ISGS, 2003.",https://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/clearinghouse/data/metadata/ISGS/il_dem_30m.html,,,https://data.isgs.illinois.edu/arcgis/rest/services/Elevation/IL_DEM_30M/ImageServer,,,https://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/Clearinghouse/data/ISGS/Elevation/zips/IL_Dem_30m.zip,02a-01_elevation-surface-elevation-30-meter-digital-elevation-model-dem,Surface Elevation: 30-Meter Digital Elevation Model (DEM) [Illinois],,Elevation,Datasets,02a-01,Public,HTML,2024-05-28,eng,02a-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,Illinois Geospatial Data Clearinghouse,https://clearinghouse.isgs.illinois.edu/data/elevation/surface-elevation-30-meter-digital-elevation-model-dem,File,"-91.51,36.97,-87.02,42.51"
Elevation,Surface Elevation: 30-Meter Shaded Relief Map,https://clearinghouse.isgs.illinois.edu/data/elevation/surface-elevation-30-meter-shaded-relief-map,"Landforms of Illinois with a shaded relief portrayal. Derived from USGS Digital Elevation Model(DEM) data. Illustrates various Illinois landforms including glacial moraines, river valleys, glacial till plains, and bedrock structures. No attributes present. ISGS, 2003.",https://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/clearinghouse/data/metadata/ISGS/IL_Dem_Shaded_Relief_30m.html,,,,http://data.isgs.illinois.edu/arcgis/rest/services/Elevation/IL_DEM_SHADED_RELIEF_30M/MapServer,,https://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/Clearinghouse/data/ISGS/Elevation/zips/IL_Dem_Shaded_Relief_30m.zip,02a-01_elevation-surface-elevation-30-meter-shaded-relief-map,Surface Elevation: 30-Meter Shaded Relief Map [Illinois],,Elevation,Datasets,02a-01,Public,HTML,2024-05-28,eng,02a-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,Illinois Geospatial Data Clearinghouse,https://clearinghouse.isgs.illinois.edu/data/elevation/surface-elevation-30-meter-shaded-relief-map,File,"-91.51,36.97,-87.02,42.51"
Elevation,Surface Elevation: 301-Foot Digital Elevation Model (DEM),https://clearinghouse.isgs.illinois.edu/data/elevation/surface-elevation-301-foot-digital-elevation-model-dem,"A digital elevation model (DEM) in ArcINfo grid format. Data were assembled to provide a statewide database of surface elevation points suitable for analyses of statewide geologic phenomena associated with elevation. ISGS, 1995.",https://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/clearinghouse/data/metadata/ISGS/il_dem_301ft.html,,,,http://data.isgs.illinois.edu/arcgis/rest/services/Elevation/IL_DEM_301FT/MapServer,,https://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/Clearinghouse/data/ISGS/Elevation/zips/IL_Dem_301ft.zip,02a-01_elevation-surface-elevation-301-foot-digital-elevation-model-dem,Surface Elevation: 301-Foot Digital Elevation Model (DEM) [Illinois],,Elevation,Datasets,02a-01,Public,HTML,2024-05-28,eng,02a-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,Illinois Geospatial Data Clearinghouse,https://clearinghouse.isgs.illinois.edu/data/elevation/surface-elevation-301-foot-digital-elevation-model-dem,File,"-91.51,36.97,-87.02,42.51"
Elevation,Surface Elevation: 301-Foot Shaded Relief Map,https://clearinghouse.isgs.illinois.edu/data/elevation/surface-elevation-301-foot-shaded-relief-map,"Landforms of Illinois with a shaded relief portrayal. Derived from USGS Digital Elevation Model(DEM) data. Illustrates various Illinois landforms including glacial moraines, river valleys, glacial till plains, and bedrock structures. No attributes present. ISGS, 1994.",https://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/clearinghouse/data/metadata/ISGS/IL_Dem_Shaded_Relief_301ft.html,,,,http://data.isgs.illinois.edu/arcgis/rest/services/Elevation/IL_DEM_SHADED_RELIEF_301FT/MapServer,,https://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/Clearinghouse/data/ISGS/Elevation/zips/IL_Dem_Shaded_Relief_301ft.zip,02a-01_elevation-surface-elevation-301-foot-shaded-relief-map,Surface Elevation: 301-Foot Shaded Relief Map [Illinois],,Elevation,Datasets,02a-01,Public,HTML,2024-05-28,eng,02a-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,Illinois Geospatial Data Clearinghouse,https://clearinghouse.isgs.illinois.edu/data/elevation/surface-elevation-301-foot-shaded-relief-map,File,"-91.51,36.97,-87.02,42.51"
Geology,"Bedrock Geology, 1967",https://clearinghouse.isgs.illinois.edu/data/geology/bedrock-geology-1967,"Distribution and extent of the bedrock geologic units within Illinois. Data originally from the Geologic Map of Illinois (1967) by Willman and et. al.. Depicts geologic units and fault lines. Attributes include geologic unit and fault designation. ISGS, 1996.",https://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/clearinghouse/data/metadata/ISGS/IL_Geologic_Units_500K_1967_Py.html,,,,,,https://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/Clearinghouse/data/ISGS/Geology/zips/IL_Geologic_Units_500K_1967_Py.zip,02a-01_geology-bedrock-geology-1967,"Bedrock Geology, [Illinois] {1967}",1967,Geology,Datasets,02a-01,Public,HTML,2024-05-28,eng,02a-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,Illinois Geospatial Data Clearinghouse,https://clearinghouse.isgs.illinois.edu/data/geology/bedrock-geology-1967,File,"-91.51,36.97,-87.02,42.51"
Geology,"Bedrock Geology, 2005",https://clearinghouse.isgs.illinois.edu/data/geology/bedrock-geology-2005,"Distribution and extent of the bedrock geologic units within Illinois. Data are as depicted on the map Bedrock Geology of Illinois (2005) by D. Kolata (compiler). ISGS, 2007.",https://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/clearinghouse/data/metadata/ISGS/IL_Bedrock_Geology_500K_2005_Py.html,,,,https://data.isgs.illinois.edu/arcgis/rest/services/Geology/Bedrock_Geology_500K_2005/MapServer,,https://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/Clearinghouse/data/ISGS/Geology/zips/IL_Bedrock_Geology_500K_2005_Py.zip,02a-01_geology-bedrock-geology-2005,"Bedrock Geology, [Illinois] {2005}",2005,Geology,Datasets,02a-01,Public,HTML,2024-05-28,eng,02a-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,Illinois Geospatial Data Clearinghouse,https://clearinghouse.isgs.illinois.edu/data/geology/bedrock-geology-2005,File,"-91.51,36.97,-87.02,42.51"
Geology,Bedrock Topography,https://clearinghouse.isgs.illinois.edu/data/geology/bedrock-topography,"Topography of the bedrock surface in Illinois. Bedrock topography is shown as 50-foot (15-meter) contours of bedrock elevation above mean sea level (msl). Several major bedrock valleys are found across the state. Attributes include contour values. ISGS, 1994.",https://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/clearinghouse/data/metadata/ISGS/IL_Bedrock_Topography_1994_Ln.html,,,,http://data.isgs.illinois.edu/arcgis/rest/services/Geology/Bedrock_Topography_1994_Ln/MapServer,,https://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/Clearinghouse/data/ISGS/Geology/zips/IL_Bedrock_Topography_1994_Ln.zip,02a-01_geology-bedrock-topography,Bedrock Topography [Illinois],,Geology,Datasets,02a-01,Public,HTML,2024-05-28,eng,02a-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,Illinois Geospatial Data Clearinghouse,https://clearinghouse.isgs.illinois.edu/data/geology/bedrock-topography,File,"-91.51,36.97,-87.02,42.51"
Geology,Bedrock Valleys,https://clearinghouse.isgs.illinois.edu/data/geology/bedrock-valleys,"Continuous lines representing the lowermost elevations/ locations of (buried) bedrock valleys in the state of Illinois. Names of buried valleys are annotated. Attributes include bedrock valley names. ISGS, 1994.",https://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/clearinghouse/data/metadata/ISGS/IL_Bedrock_Valleys_Ln.html,,,,http://data.isgs.illinois.edu/arcgis/rest/services/Geology/Bedrock_Valleys/MapServer,,https://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/Clearinghouse/data/ISGS/Geology/zips/IL_Bedrock_Valleys_Ln.zip,02a-01_geology-bedrock-valleys,Bedrock Valleys [Illinois],,Geology,Datasets,02a-01,Public,HTML,2024-05-28,eng,02a-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,Illinois Geospatial Data Clearinghouse,https://clearinghouse.isgs.illinois.edu/data/geology/bedrock-valleys,File,"-91.51,36.97,-87.02,42.51"
Geology,Driftless Areas,https://clearinghouse.isgs.illinois.edu/data/geology/driftless-areas,"Driftless areas in Illinois. These areas are analogous to areas of the state where the bedrock surface is not buried by glacial drift. Data originally from the Buried Bedrock Surface map by Herzog et al. (1994). There are no user defined attribute items. ISGS, 1994 (revised 1998).",https://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/clearinghouse/data/metadata/ISGS/IL_Driftless_Areas_Py.html,,,,http://data.isgs.illinois.edu/arcgis/rest/services/Geology/Driftless_Areas/MapServer,,https://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/Clearinghouse/data/ISGS/Geology/zips/IL_Driftless_Areas_Py.zip,02a-01_geology-driftless-areas,Driftless Areas [Illinois],,Geology,Datasets,02a-01,Public,HTML,2024-05-28,eng,02a-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,Illinois Geospatial Data Clearinghouse,https://clearinghouse.isgs.illinois.edu/data/geology/driftless-areas,File,"-91.51,36.97,-87.02,42.51"
Geology,Elevation of the Base of the Barlow Limestone,https://clearinghouse.isgs.illinois.edu/data/geology/elevation-base-barlow-limestone,"This datafile shows the general elevation of the base of the Barlow Limestone in Illinois.  These 20- and/or 100-foot isolines were contoured using Geographix and Z-map Plus software.  The contours were created using over 50,000 data points from the ISGS Oracle database.  The data covers only those portions of the state where the formation is present and does not include any coverage outside of Illinois where the formation may be present.  The data was contoured using fault lines for control and manual adjustments were made to the contours as a final refinement of the computer created contours.  This data set is intended for use at a scale of 1:100,000 or greater.
This data set was created as part of an effort to update some of the ISGS map products utilizing new data and software capabilities.  This data set was developed in order to create an updated version of the map published by H.M. Bristol in 1968.  These data are appropriate for use in local and regional thematic analysis.  The data are not appropriate as a geodetic, legal or engineering base.",https://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/clearinghouse/data/metadata/ISGS//IL_Structure_BaseBarlow_Elev_20ft_2009_Ln.shp_.html,,,,https://maps.isgs.illinois.edu/arcgis/rest/services/ILOIL/Structure_Contours/MapServer,,https://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/Clearinghouse/data/ISGS/Geology/zips/IL_Structure_BaseBarlow_Elev_20ft_2009_Ln.zip,02a-01_geology-elevation-base-barlow-limestone,Elevation of the Base of the Barlow Limestone [Illinois],,Geology,Datasets,02a-01,Public,HTML,2024-05-28,eng,02a-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,Illinois Geospatial Data Clearinghouse,https://clearinghouse.isgs.illinois.edu/data/geology/elevation-base-barlow-limestone,File,"-91.51,36.97,-87.02,42.51"
Geology,Elevation of the Karnak Limestone,https://clearinghouse.isgs.illinois.edu/data/geology/elevation-karnak-limestone,"This datafile shows the general elevation of the top of the Karnak Limestone in Illinois.  These 20- and/or 100-foot isolines were contoured using Geographix and Z-map Plus software.  The contours were created using over 32,000 data points from the ISGS Oracle database.  The data covers only those portions of the state where the formation is present and does not include any coverage outside of Illinois where the formation may be present.  The data was contoured using fault lines for control and manual adjustments were made to the contours as a final refinement of the computer created contours.  This data set is intended for use at a scale of 1:100,000 or greater.
This data set was created as part of an effort to update some of the ISGS map products utilizing new data and software capabilities.  This data set was developed in order to create an updated version of the map published by H.M. Bristol and R.H. Howard in 1976.  These data are appropriate for use in local and regional thematic analysis.  The data are not appropriate as a geodetic, legal or engineering base.",,https://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/clearinghouse/data/metadata/ISGS//IL_Structure_Karnak_Elev_20ft_2009_Ln.shp_.xml,,,https://maps.isgs.illinois.edu/arcgis/rest/services/ILOIL/Structure_Contours/MapServer,,https://clearinghouse.isgs.illinois.edu/sites/clearinghouse.isgs/files/Clearinghouse/data/ISGS/Geology/zips/IL_Structure_Karnak_Elev_20ft_2009_Ln.zip,02a-01_geology-elevation-karnak-limestone,Elevation of the Karnak Limestone [Illinois],,Geology,Datasets,02a-01,Public,HTML,2024-05-28,eng,02a-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,Illinois Geospatial Data Clearinghouse,https://clearinghouse.isgs.illinois.edu/data/geology/elevation-karnak-limestone,File,"-91.51,36.97,-87.02,42.51"
